UniProt_range,Length,Folding_temp,Cooperativity
A2EBF6_302_433,4,258.54712824885473,0.42857142857142855
A2DZQ3_132_263,4,392.8798520748925,0.5714285714285714
A2DQ74_262_393,4,383.7437885062431,0.5714285714285714
A2D8E1_231_362,4,241.24470597009795,0.14285714285714285
A2DBK4_35_166,4,267.8967585537791,0.5714285714285714
A2FN38_169_300,4,258.29934611153124,0.2857142857142857
A2DMV4_56_187,4,340.1354117274389,0.5714285714285714
A2DN20_195_326,4,398.9330749462575,0.7142857142857143
A2EUE7_218_349,4,210.22241981566262,0.2857142857142857
A2EUD3_295_426,4,286.0385543962867,0.2857142857142857
A2DQV4_40_171,4,276.9040981221113,0.2857142857142857
A2DUG5_16_147,4,287.29016941201394,0.5714285714285714
U6NHX7_387_518,4,277.6221922083207,0.42857142857142855
W6NHZ8_307_438,4,277.6922342570238,0.42857142857142855
W6N9P0_5_136,4,371.5542658404398,1.0
A0A183FJT8_45_176,4,274.7821495733485,0.7142857142857143
A0A0L0DVK2_48_179,4,249.11709144156285,0.7142857142857143
A0A061IV80_15_146,4,271.6490024881861,0.5714285714285714
A0A183C923_44_175,4,287.92087884326656,0.42857142857142855
A0A132P0E0_1015_1146,4,221.50421907034885,0.14285714285714285
A0A183C0H4_18_149,4,258.96987997953374,0.2857142857142857
A0A132NSF3_612_743,4,323.94599405204417,0.8571428571428571
A0A132NQ59_750_881,4,253.92293059019462,0.7142857142857143
A0A1I8NHC2_96_227,4,287.4853136023683,0.42857142857142855
A0A085N7A2_47_178,4,295.8203404712281,0.5714285714285714
A0A1B0FKN3_124_255,4,280.525472924548,0.42857142857142855
A0A0B1PH87_81_212,4,294.9021144713525,0.5714285714285714
A0A085M0Z4_86_217,4,295.8280155833761,0.5714285714285714
A0A0N5ADS6_73_204,4,308.0119669272148,0.7142857142857143
A0A267EN85_84_215,4,259.0908230129876,0.42857142857142855
A0A1B6FSQ1_1_132,4,202.78453730320172,0.2857142857142857
A0A1B6FZP2_12_143,4,279.15181771188855,0.5714285714285714
A0A267GY42_80_211,4,208.09990332504157,0.42857142857142855
A0A1B6FCK5_8_139,4,380.4780131506354,1.0
A0A1B6G1Y1_47_178,4,323.5450856929704,0.5714285714285714
A0A267H8P7_140_271,4,265.28315111915856,0.2857142857142857
A0A267EMW8_132_263,4,256.86890815436635,0.42857142857142855
A0A267G634_35_166,4,276.1411039913171,0.5714285714285714
A0A267H8T3_155_286,4,254.4049773699289,0.2857142857142857
A0A267E9W1_59_190,4,273.92817165942984,0.2857142857142857
A0A1B6GHQ6_210_341,4,273.2993382437747,0.2857142857142857
A0A267EWG0_28_159,4,263.6160193898609,0.14285714285714285
A0A267F5W7_80_211,4,203.15371966275174,0.42857142857142855
A0A267GMQ4_8_139,4,272.1888112323388,0.5714285714285714
A0A267GM85_172_303,4,310.92640870236613,0.42857142857142855
A0A267F4V0_132_263,4,269.4596355334654,0.42857142857142855
A0A1B6F4M5_147_278,4,259.9887393876334,0.2857142857142857
A0A267GFT3_126_257,4,307.6992499636436,0.5714285714285714
A0A195F0U0_78_209,4,305.8751217929022,0.7142857142857143
A0A1I8IHU7_691_822,4,297.2409751161049,0.8571428571428571
A0A1I8G2P5_132_263,4,269.47453483332555,0.42857142857142855
A0A1I8J786_300_431,4,215.70353539230183,0.7142857142857143
A0A1I8HWT9_48_179,4,252.43195619900425,0.2857142857142857
A0A1I8GLG5_896_1027,4,256.8573961388535,0.42857142857142855
A0A182K8S2_79_210,4,269.745788441569,0.42857142857142855
A0A1I8HLJ4_50_181,4,314.2881192613013,0.42857142857142855
W7A959_1155_1286,4,262.887241237309,0.5714285714285714
A0A1I8IAZ4_50_181,4,289.52205064009416,0.5714285714285714
A0A1I8J8Y3_669_800,4,269.46291986496493,0.42857142857142855
A0A224YT69_112_243,4,285.9482531304409,0.42857142857142855
A0A0N4TWC1_132_263,4,313.29344098979925,0.42857142857142855
W8B9W6_116_247,4,297.06445886973376,0.42857142857142855
A0A059XMX9_73_204,4,273.2269672798614,0.2857142857142857
A0A1I7X9H6_355_486,4,283.20547798599233,0.42857142857142855
A3FK32_11_142,4,305.6283148128327,0.5714285714285714
A0A1I7XCF9_71_202,4,277.4672789840527,0.42857142857142855
A0A1I7X8R7_162_293,4,291.1410375271745,0.5714285714285714
A0A077ZF04_3_134,4,235.86981880243098,0.42857142857142855
A0A0T6BET7_27_158,4,297.90384941898014,0.42857142857142855
A0A0P4W7F0_1_132,4,246.77182556681151,0.42857142857142855
A0A0T6B6J0_111_242,4,297.4374107998138,0.5714285714285714
A0A0P4VXU1_1_132,4,246.7607520390192,0.42857142857142855
A0A0T6BDR1_55_186,4,324.0650919779328,0.2857142857142857
A0A077ZE45_64_195,4,262.5021712204508,0.2857142857142857
A0A0T6BEE2_79_210,4,290.3402604964034,0.5714285714285714
A0A0P4WBD7_223_354,4,273.4103425932715,0.2857142857142857
A0A194QF86_65_196,4,298.82483362637964,0.5714285714285714
E4YK11_363_494,4,246.16285788895854,0.2857142857142857
A0A0L7LH26_157_288,4,276.7248226244479,0.42857142857142855
J9EWS0_77_208,4,289.94220152164087,0.7142857142857143
E4Z155_32_163,4,307.5748687804338,0.2857142857142857
E4XIF1_28_159,4,279.14907893701303,0.5714285714285714
A0A0L7LUT4_76_207,4,277.5272963130605,0.2857142857142857
J9DVS8_36_167,4,310.0162082659146,0.42857142857142855
A0A1I8F015_131_262,4,310.00540186863674,0.42857142857142855
A0A0D9QPJ1_93_224,4,251.89052999150962,0.5714285714285714
J9DY83_44_175,4,284.4292559887966,0.42857142857142855
A0A194Q0W6_149_280,4,283.8099513955677,0.7142857142857143
A0A0L7LLY1_204_335,4,313.63946151206045,0.42857142857142855
A0A0L7L758_780_911,4,285.9754438790821,0.14285714285714285
E4YI16_363_494,4,248.93172761288108,0.2857142857142857
A0A195CT68_72_203,4,303.94023507662797,0.7142857142857143
G4V8G6_21_152,4,270.32347916622746,0.5714285714285714
A0A1B6LU99_27_158,4,288.6375342703791,0.42857142857142855
A0A1B6MAB3_216_347,4,276.3275419976315,0.2857142857142857
A0A1B6M7N3_168_299,4,275.0178708568926,0.42857142857142855
A0A1B6MJ84_55_186,4,288.94722700950393,0.5714285714285714
T2ME09_27_158,4,253.55463387054797,0.42857142857142855
A0A1W0WA34_44_175,4,304.01500985729393,0.5714285714285714
T2M2T2_91_222,4,252.1779818410163,0.5714285714285714
T2M914_51_182,4,277.4220452544836,0.5714285714285714
A0A1W0W9I4_249_380,4,315.5544065645072,0.2857142857142857
A0A0K0ER37_66_197,4,271.5420536867984,0.5714285714285714
J9J302_522_653,4,280.20326450029756,0.5714285714285714
J9IAR7_479_610,4,300.920966450547,0.5714285714285714
J9IS72_200_331,4,259.99127089247645,0.2857142857142857
J9IT30_530_661,4,225.2740047965244,0.5714285714285714
J9J0K1_544_675,4,219.585150807347,0.42857142857142855
J9ERU0_234_365,4,258.9175096407351,0.2857142857142857
J9I3A3_273_404,4,289.2842292758238,0.5714285714285714
J9IBZ8_465_596,4,253.1887304437369,0.42857142857142855
J9JAB0_234_365,4,263.71560452501615,0.2857142857142857
A0A183SKJ7_117_248,4,273.2979666445688,0.7142857142857143
L7MHL0_106_237,4,324.67805253751067,0.5714285714285714
A0A0X3PG82_108_239,4,303.0798117076177,0.42857142857142855
A0A0X3NMK2_115_246,4,267.0079234806932,0.7142857142857143
A0A0H5RDH4_18_149,4,259.0298900016772,0.14285714285714285
A0A183SWX3_53_184,4,303.02512463522146,0.42857142857142855
A0A183TB31_34_165,4,295.7270207574387,0.8571428571428571
A0A182EKF8_132_263,4,309.8258225918499,0.42857142857142855
A0A1G4GZ19_1191_1322,4,244.5379697331849,0.5714285714285714
A0A0X3PK32_108_239,4,303.0888605378227,0.42857142857142855
A0A1G4HEE3_1211_1342,4,243.6364342637302,0.5714285714285714
B4QJM6_435_566,4,281.16255139754537,0.14285714285714285
G3MKE4_92_223,4,325.6244438203958,0.7142857142857143
A0A023ESJ3_27_158,4,301.71782971176634,0.5714285714285714
A0A023ERP3_27_158,4,301.71042280908273,0.5714285714285714
A0A0L0GD40_1_132,4,226.96906514200637,0.42857142857142855
A0A0S4IP43_12_143,4,250.401376911654,0.14285714285714285
A0A0S4JEV8_10_141,4,289.69262093152327,0.5714285714285714
Q4XE41_24_155,4,271.8211903131729,0.42857142857142855
F6Q2W2_90_221,4,322.8656502695758,0.5714285714285714
A0A1W5BA36_793_924,4,238.61383455229492,0.42857142857142855
D3BEH5_33_164,4,240.7641964792113,0.2857142857142857
A0A1W5B984_904_1035,4,238.48188284994686,0.42857142857142855
A0A078APH6_461_592,4,285.89964139200964,0.5714285714285714
A0A0N4UHV1_319_450,4,269.55338791344786,0.42857142857142855
A0A1Y3EGM0_40_171,4,302.6944186089139,0.42857142857142855
A0A0M3HV07_71_202,4,280.2058614637665,0.5714285714285714
A0A067RLT8_670_801,4,204.05320975237544,0.42857142857142855
A0A0N4UPY4_38_169,4,286.8030895667772,0.5714285714285714
A0A078AQC9_423_554,4,298.22299246401013,0.5714285714285714
A0A067QZH3_27_158,4,290.84140207140615,0.42857142857142855
A0A0Q9WRN2_91_222,4,269.2691101613871,0.5714285714285714
A0A077ZPK0_386_517,4,249.70940694196358,0.5714285714285714
A0A067RC00_147_278,4,290.8524767674857,0.42857142857142855
U6KM04_11_142,4,252.75820925665656,0.42857142857142855
A0A078BAR4_224_355,4,253.91151167065362,0.5714285714285714
A0A0N4U219_44_175,4,282.76459978568494,0.42857142857142855
A0BZV2_107_238,4,298.4542039366553,0.5714285714285714
A0BTC1_157_288,4,289.2256615064506,0.42857142857142855
A0DTL3_174_305,4,238.03804930111585,0.5714285714285714
A0BQV0_71_202,4,254.32058956940838,0.2857142857142857
A0A0G4HEK7_411_542,4,298.52805727028743,0.7142857142857143
A0A1W4WS56_109_240,4,296.529791604251,0.42857142857142855
A0A0G4GKU0_899_1030,4,322.6153608960318,0.5714285714285714
A0A0G4HA17_221_352,4,262.2188416214357,0.42857142857142855
A0A0G4FJ62_99_230,4,269.105240148544,0.2857142857142857
A0A1J4KSS4_34_165,4,287.038746410653,0.5714285714285714
A0A1J4JQN9_34_165,4,259.7491187176097,0.2857142857142857
A0A1J4KX50_35_166,4,263.69387198444986,0.42857142857142855
A0A183N072_77_208,4,273.4916639109608,0.5714285714285714
A0A075A116_190_321,4,269.4054411354813,0.42857142857142855
A0A0G4F3N7_60_191,4,240.0352225614769,0.5714285714285714
A0A1W4X341_114_245,4,260.9883915050084,0.14285714285714285
A0A1W4XWF3_48_179,4,277.51785178442805,0.5714285714285714
A0A1W4WX68_54_185,4,322.9766876469321,0.2857142857142857
A0A068WC71_36_167,4,296.740728122013,0.7142857142857143
W6UK13_29_160,4,296.4747733628506,0.42857142857142855
A0A058ZD37_65_196,4,278.6249622423577,0.42857142857142855
A0A0N0BHR9_69_200,4,296.62890922652014,0.7142857142857143
A0A210QD81_553_684,4,290.23496800154817,0.42857142857142855
A0A232FHT8_163_294,4,266.4324259595086,0.2857142857142857
C6LSZ6_865_996,4,293.19070983763095,0.8571428571428571
A0A1L8DMB4_27_158,4,291.693638011133,0.5714285714285714
A6UWF4_4_135,4,297.90678206577087,0.14285714285714285
A0A1J1ITA7_27_158,4,296.6971397873652,0.2857142857142857
A0A232F4Q0_290_421,4,265.90389343396566,0.14285714285714285
A0A210QUY0_37_168,4,244.62012489867212,0.2857142857142857
A0A210PL55_27_158,4,266.23459605435454,0.42857142857142855
A0A1L8D7I7_58_189,4,289.7487943347562,0.5714285714285714
A0A1L8DN13_75_206,4,275.6716352342705,0.5714285714285714
A0A210R6M6_45_176,4,250.7765411768016,0.42857142857142855
A0A210PPS5_30_161,4,263.56875419917355,0.42857142857142855
D3PJS1_27_158,4,279.72897049065773,0.5714285714285714
A0A158QD35_66_197,4,292.5705714210542,0.7142857142857143
A0A182YLV3_68_199,4,307.864803091702,0.5714285714285714
A0A0K2TFQ8_68_199,4,282.50101729368237,0.5714285714285714
A0A0K2TGZ1_6_137,4,282.5176183357501,0.5714285714285714
A0A0R3SFR7_81_212,4,288.78113487907564,0.5714285714285714
A0A1R2CTS0_35_166,4,288.1079994289712,0.5714285714285714
A0A1R2D193_35_166,4,275.7084290634569,0.5714285714285714
A0A1R2AS00_487_618,4,250.07449282114555,0.42857142857142855
A0A1R2C828_26_157,4,291.1405006772587,0.5714285714285714
A0A1R2D1S0_24_155,4,303.0294182507726,0.5714285714285714
A0A1R2B3W0_73_204,4,199.00834887293016,0.14285714285714285
A0A1R2AV32_35_166,4,289.722921063248,0.5714285714285714
A0A1R2CYX7_35_166,4,289.14621100431634,1.0
A0A068XLA6_81_212,4,287.0488614041885,0.5714285714285714
W7AIN4_7_138,4,236.81597070599884,0.14285714285714285
E1F1Z4_863_994,4,297.6918258943668,0.8571428571428571
A0A151X046_137_268,4,300.54555402036095,0.5714285714285714
A0A1I9GEG2_132_263,4,313.28014816935087,0.42857142857142855
A0A0M4EFF6_82_213,4,276.5804268774785,0.5714285714285714
A0A158Q1Y0_36_167,4,313.3116353928503,0.42857142857142855
A0A0R3T2F2_39_170,4,261.3061734111233,0.2857142857142857
A0A183IEB2_53_184,4,290.65682732546736,0.42857142857142855
A0A183IWD5_10_141,4,263.23500574820173,0.5714285714285714
K1QR98_27_158,4,278.8483010625341,0.2857142857142857
K1QEU0_697_828,4,259.2719960959499,0.5714285714285714
K1PS99_490_621,4,286.8631277978462,0.42857142857142855
K1REI1_48_179,4,255.0239466564464,0.7142857142857143
K1Q967_43_174,4,243.48392194656776,0.2857142857142857
A0A212F7Z5_27_158,4,294.6766307348615,0.7142857142857143
A0A1I7SU63_44_175,4,288.8291284733099,0.42857142857142855
A0A212FN38_34_165,4,275.13930792758117,0.42857142857142855
T1H968_6_137,4,246.32644962151718,0.7142857142857143
T1IGD0_49_180,4,289.53691593735994,0.5714285714285714
A0A0L8GZ51_25_156,4,272.35460949839046,0.2857142857142857
A0A0L8HS63_18_149,4,254.66383679371464,0.42857142857142855
A0A0L8FUM2_13_144,4,239.3878727017995,0.42857142857142855
A0A0L8G9L5_45_176,4,281.22821230345926,0.2857142857142857
A0A0L8HG47_138_269,4,323.2547888103225,0.42857142857142855
A0A0D2WNG2_1008_1139,4,322.0748493528828,0.7142857142857143
A0A0D2UEG2_421_552,4,276.02882092923267,0.42857142857142855
A0A1B0CL24_66_197,4,285.92495022110677,0.5714285714285714
A0A0D2WNU8_57_188,4,223.64890808757858,0.42857142857142855
A0A0D2VP26_57_188,4,223.65260510094052,0.42857142857142855
A0A0D2X287_57_188,4,223.6740481866124,0.42857142857142855
W4Y714_432_563,4,234.35896665867827,0.42857142857142855
A0A0J7L2A2_71_202,4,310.08817688944845,0.7142857142857143
A0A0J7MSG5_21_152,4,469.5321277259503,0.8571428571428571
W4XDS9_8_139,4,264.64148201020083,0.7142857142857143
F2UEH4_510_641,4,263.55630337699205,0.42857142857142855
W4Z317_918_1049,4,239.67610265128633,0.5714285714285714
W4ZDW4_140_271,4,342.82773096560396,0.42857142857142855
A0A1Y1JN48_1256_1387,4,249.0649800462692,0.5714285714285714
T1KH15_27_158,4,302.2580190971485,0.5714285714285714
A0A0K8TL72_15_146,4,290.9030499856778,0.42857142857142855
T1JSV9_80_211,4,300.5705467279523,0.7142857142857143
A0A1B1E0T4_1136_1267,4,247.722994305156,0.5714285714285714
A0A023EYI4_35_166,4,282.7584939663826,0.42857142857142855
E9GF56_171_302,4,300.4993408900555,0.42857142857142855
A0A0R3QLR2_584_715,4,313.2838296025941,0.42857142857142855
A0A1B6IQK9_213_344,4,274.14978775158727,0.2857142857142857
J9JVE4_27_158,4,302.0741010326374,0.2857142857142857
A0A0V0G632_27_158,4,302.6516731309642,0.42857142857142855
A0A026W6U3_69_200,4,302.62921227122064,0.7142857142857143
B4NYQ3_93_224,4,278.4924302753274,0.42857142857142855
A0A182FFG4_27_158,4,305.34077419738577,0.5714285714285714
A0A0K8SBJ3_174_305,4,292.00736489603617,0.42857142857142855
D6WHQ1_27_158,4,300.69028229075803,0.5714285714285714
A0A016V3W3_62_193,4,271.91970907411894,0.42857142857142855
A0A1E1XES3_58_189,4,325.78485019285466,0.7142857142857143
A0A1B6E013_319_450,4,215.2216281019204,0.14285714285714285
A0A183GZR2_36_167,4,307.2502832790693,0.42857142857142855
A0A1B6CIV6_146_277,4,266.635882888243,0.2857142857142857
A0A1E1XEP4_108_239,4,294.06951627485336,0.2857142857142857
A0A1B6DEG8_27_158,4,291.36431994496405,0.42857142857142855
A0A0V0R0Y7_13_144,4,206.44689389454652,0.2857142857142857
A0A1B6CEU9_52_183,4,315.19664729650674,0.2857142857142857
U5EZ52_27_158,4,300.16040798293164,0.42857142857142855
A0A0R3UJS4_37_168,4,286.88700134450346,0.42857142857142855
A0A0V1I3L2_56_187,4,303.7290578294124,0.42857142857142855
K7IX54_152_283,4,249.01266207837855,0.2857142857142857
K7J8Q8_125_256,4,266.02475614305,0.14285714285714285
A0A1S3GZ56_29_160,4,301.4210525476268,0.2857142857142857
A0A1S3HJH8_545_676,4,285.14323568379814,0.42857142857142855
A0A1S3I5A9_6_137,4,295.30112663480645,0.5714285714285714
A0A1S3HJG7_512_643,4,285.1653214210828,0.42857142857142855
A0A1S3INI6_27_158,4,267.97249545014785,0.5714285714285714
A0A1S3IN61_27_158,4,267.94364842043143,0.5714285714285714
A0A1S3HLD8_486_617,4,285.1463094247359,0.42857142857142855
A0A1S3KBI7_42_173,4,264.77537021176363,0.14285714285714285
A0A1S3HJI3_456_587,4,285.1280556319864,0.42857142857142855
A0A182WCA3_68_199,4,307.95995025986514,0.5714285714285714
A0A1S3HJH3_441_572,4,285.12336483213886,0.42857142857142855
A0A1I7VYP0_36_167,4,307.8611079843648,0.2857142857142857
A0A182TYU3_68_199,4,310.43205693644984,0.5714285714285714
A0A1F9ZE77_205_336,4,236.71536572635227,0.42857142857142855
B4GSJ0_153_284,4,281.87573548800066,0.42857142857142855
A0A195BTC6_114_245,4,309.79935380573,0.2857142857142857
A0A0R3RHL5_74_205,4,294.7215402657224,0.7142857142857143
A0A195BSK0_163_294,4,256.9130292159484,0.14285714285714285
A0A1Q3FBI7_81_212,4,282.95469215810425,0.42857142857142855
G7YPU8_77_208,4,269.4183358710561,0.42857142857142855
U1M3G1_71_202,4,281.6470970267669,0.5714285714285714
C5KSZ0_347_478,4,269.8628093934025,0.2857142857142857
A0A1S3CYP2_49_180,4,305.98565337769287,0.5714285714285714
C5LFN0_795_926,4,294.8149236873496,0.42857142857142855
C5KP39_21_152,4,232.06177843086448,0.14285714285714285
C5L1E3_3_134,4,268.5204148306387,0.42857142857142855
A0A1D1VCU8_50_181,4,292.76653081553485,0.42857142857142855
A0A1I8CQI4_57_188,4,256.51083932547016,0.42857142857142855
C3YAS2_32_163,4,285.0536079939216,0.5714285714285714
A0A0R3P629_83_214,4,280.4983227892927,0.42857142857142855
C3YSD4_8_139,4,233.84666282537117,0.5714285714285714
Q29NF4_93_224,4,288.1672107921217,0.42857142857142855
A0A131YZY8_143_274,4,308.9598079274297,0.42857142857142855
C3ZV46_17_148,4,198.9530330004607,0.2857142857142857
A0A131Z3D4_45_176,4,324.95141771478666,0.7142857142857143
A0A131YZY5_186_317,4,284.79006910035963,0.2857142857142857
A0A131Z550_45_176,4,324.8110935232991,0.7142857142857143
C3YNR4_75_206,4,245.8959983472984,0.14285714285714285
A0A0P5LX14_27_158,4,287.3548143706198,0.42857142857142855
A0A0N8D8V6_27_158,4,286.5345258875471,0.42857142857142855
A0A0P5BP52_480_611,4,289.7518621361386,0.5714285714285714
A0A0P5ASD9_27_158,4,286.5776845215658,0.42857142857142855
A0A0P6FCA0_66_197,4,287.36855291898013,0.42857142857142855
A0A0P5WFQ2_28_159,4,287.40150182473167,0.42857142857142855
A0A0P6C4G1_27_158,4,287.3536211664732,0.42857142857142855
A0A0P4YVR4_175_306,4,290.70136545672113,0.42857142857142855
A0A0N8C6Z6_168_299,4,296.276698026628,0.42857142857142855
A0A162NLF3_17_148,4,275.60681595729307,0.14285714285714285
A0A0P5K695_196_327,4,268.6094275051576,0.7142857142857143
A0A0P5ZJJ2_184_315,4,290.71936317071066,0.2857142857142857
A0A151LFN9_42_173,4,260.8234036964381,0.5714285714285714
A0A0P5DJE6_104_235,4,290.7038033162726,0.2857142857142857
A0A0P5Y1B6_175_306,4,290.68819020077547,0.2857142857142857
A0A0A1X3R8_44_175,4,288.9161378508548,0.5714285714285714
A0A0P5KFR7_144_275,4,286.5803080081714,0.14285714285714285
A0A0P5TG67_6_137,4,296.2909265072572,0.42857142857142855
A0A0P5IAZ3_10_141,4,293.5432531319732,0.5714285714285714
A0A0V1AP26_40_171,4,304.01881698774366,0.42857142857142855
A0A0P5X9V3_161_292,4,268.59150091700354,0.7142857142857143
A0A0P6CAT4_219_350,4,296.26832474676183,0.42857142857142855
A0A0P6D058_168_299,4,290.70611626814184,0.2857142857142857
A0A0P6ANG2_247_378,4,268.5652708676838,0.7142857142857143
H8WGW8_40_171,4,275.7147115785186,0.7142857142857143
A0A0P4XHP6_156_287,4,283.381276889346,0.42857142857142855
